chr11	80136678	80142175	-	1110002N22Rik	protein_coding_gene
chr5	65446844	65537184	-	1110003E01Rik	protein_coding_gene
chr16	90925809	90934927	-	1110004E09Rik	protein_coding_gene
chr7	116039397	116105210	+	1110004F10Rik	protein_coding_gene
chr11	116843278	116854263	+	1110005A03Rik	protein_coding_gene
chr5	115631049	115631816	-	1110006O24Rik	lincRNA_gene
chr13	49202950	49216037	-	1110007C09Rik	protein_coding_gene
chr2	156863128	156873563	+	1110008F13Rik	protein_coding_gene
chr5	120594305	120612589	-	1110008J03Rik	protein_coding_gene
chr12	55299577	55382533	+	1110008L16Rik	protein_coding_gene
chr2	32377097	32381938	-	1110008P14Rik	protein_coding_gene
chr17	66336982	66449750	-	1110012J17Rik	protein_coding_gene
chrX	70385877	70389417	+	1110012L19Rik	protein_coding_gene
chr19	6067842	6080324	-	1110014N23Rik	protein_coding_gene
chr3	4797558	4814911	+	1110015O18Rik	lincRNA_gene
chr4	41505009	41517333	-	1110017D15Rik	protein_coding_gene
chr11	115912017	115913920	+	1110017F19Rik	protein_coding_gene
chr12	84918148	84970900	-	1110018G07Rik	protein_coding_gene
chr13	64291836	64312710	-	1110018J18Rik	protein_coding_gene
chr6	13871526	14044385	+	1110019D14Rik	lincRNA_gene
chr17	84954967	84957710	-	1110020A21Rik	lincRNA_gene
chr15	9071260	9110487	+	1110020G09Rik	protein_coding_gene
chr17	29689378	29717012	-	1110021J02Rik	protein_coding_gene
chr10	23796986	23827968	+	1110021L09Rik	protein_coding_gene
chr1	66719248	66817562	-	1110028C15Rik	protein_coding_gene
chr11	87701396	87705331	+	1110028F11Rik	sense_intronic_lncRNA_gene
chr8	106587143	106594820	+	1110028F18Rik	lincRNA_gene
chr11	121177591	121204711	-	1110031I02Rik	protein_coding_gene
chr9	50762828	50775520	-	1110032A03Rik	protein_coding_gene
chr3	69819542	69859940	-	1110032A04Rik	protein_coding_gene
chr3	68869586	68872163	+	1110032F04Rik	protein_coding_gene
chr12	69189087	69198429	-	1110034A24Rik	protein_coding_gene
chr1	57388237	57407101	-	1110034B05Rik	protein_coding_gene
chr2	132686931	132751055	+	1110034G24Rik	protein_coding_gene
NA	NA	NA	NA	1110035M17Rik	NA
chr9	64049829	64054100	+	1110036E04Rik	lincRNA_gene
chr4	11485958	11550684	+	1110037F02Rik	protein_coding_gene
chr17	34950238	34952471	-	1110038B12Rik	unclassified_non-coding_RNA_gene
chr10	75351111	75517972	-	1110038D17Rik	protein_coding_gene
chr15	76948266	76950734	+	1110038F14Rik	protein_coding_gene
chr13	33935567	33960181	+	1110046J04Rik	antisense_lncRNA_gene
chr4	135975460	135987264	-	1110049F12Rik	protein_coding_gene
chr8	121054882	121083110	-	1110050K14Rik	lncRNA_gene
chr2	91275068	91444704	-	1110051M20Rik	protein_coding_gene
chr16	24392556	24393655	-	1110054M08Rik	lincRNA_gene
chr4	59769637	59801589	-	1110054O05Rik	protein_coding_gene
chr12	8208107	8285759	+	1110057K04Rik	protein_coding_gene
chr1	23995939	24005656	-	1110058L19Rik	protein_coding_gene
chr19	21581202	21652976	-	1110059E24Rik	protein_coding_gene
chr9	122945089	122951000	-	1110059G10Rik	protein_coding_gene
chrX	45090904	45092791	+	1110059M19Rik	protein_coding_gene
chr4	124849080	124851196	-	1110065P20Rik	protein_coding_gene
chr11	20823576	20831056	-	1110067D22Rik	protein_coding_gene
NA	NA	NA	NA	1190002F15Rik	NA
chr14	79288756	79301645	-	1190002H23Rik	protein_coding_gene
chr9	94517864	94538081	-	1190002N15Rik	protein_coding_gene
chr7	140835018	140837966	+	1190003J15Rik	protein_coding_gene
chr13	64481246	64497792	-	1190003K10Rik	protein_coding_gene
chr1	151428542	151458161	+	1190005F20Rik	protein_coding_gene
chr8	120608602	120647632	-	1190005I06Rik	protein_coding_gene
chr4	154020470	154026230	-	1190007F08Rik	protein_coding_gene
chr10	82619851	82623228	-	1190007I07Rik	protein_coding_gene
chr12	111417430	111431680	+	1200009I06Rik	protein_coding_gene
chr14	76086236	76110760	-	1200011I18Rik	protein_coding_gene
chr11	87077732	87086774	-	1200011M11Rik	protein_coding_gene
chr11	73047783	73089317	+	1200014J11Rik	protein_coding_gene
chr1	151367699	151428455	-	1200016B10Rik	protein_coding_gene
chr11	74649495	74670847	+	1300001I01Rik	protein_coding_gene
chr16	21794318	21809040	+	1300002E11Rik	lincRNA_gene
chr4	45848664	45887008	+	1300002K09Rik	protein_coding_gene
chr14	78849056	79202310	+	1300010F03Rik	protein_coding_gene
chr13	34627840	34652681	-	1300014I06Rik	protein_coding_gene
NA	NA	NA	NA	1300015D01Rik	NA
chr9	103250521	103305082	-	1300017J02Rik	protein_coding_gene
chr8	123242356	123254348	-	1300018I17Rik	protein_coding_gene
chr15	89089084	89100340	+	1300018J18Rik	protein_coding_gene
chr6	115004381	115037876	-	1500001M20Rik	protein_coding_gene
NA	NA	NA	NA	1500002O10Rik	NA
chr7	24399619	24422778	+	1500002O20Rik	protein_coding_gene
chr2	119547697	119587027	+	1500003O03Rik	protein_coding_gene
chr3	88782943	88832547	-	1500004A13Rik	unclassified_non-coding_RNA_gene
chr15	82252397	82260753	+	1500009C09Rik	protein_coding_gene
chr10	83722865	83762762	+	1500009L16Rik	protein_coding_gene
chr11	69015911	69036473	+	1500010J02Rik	protein_coding_gene
chr5	114808196	114813976	-	1500011B03Rik	protein_coding_gene
chr5	122364580	122372364	-	1500011H22Rik	protein_coding_gene
chr2	127791388	127792488	-	1500011K16Rik	protein_coding_gene
chr2	167062934	167065862	+	1500012F01Rik	unclassified_non-coding_RNA_gene
chr7	75308696	75331419	+	1500012K07Rik	unclassified_non-coding_RNA_gene
chr18	61726390	61735917	+	1500015A07Rik	antisense_lncRNA_gene
chr19	20405288	20422787	+	1500015L24Rik	lincRNA_gene
chr1	43730602	43742578	+	1500015O10Rik	protein_coding_gene
chr11	84525660	84535831	+	1500016L03Rik	lincRNA_gene
chr19	36614052	36705641	-	1500017E21Rik	unclassified_non-coding_RNA_gene
chr16	32099800	32108069	+	1500031L02Rik	protein_coding_gene
chr15	82338959	82349091	+	1500032L24Rik	protein_coding_gene
chr4	116132406	116151338	-	1520402A15Rik	protein_coding_gene
chr16	95831123	95929077	-	1600002D24Rik	lincRNA_gene
chr17	24215054	24220851	-	1600002H07Rik	protein_coding_gene
chr10	80172944	80175146	+	1600002K03Rik	protein_coding_gene
chr7	109998376	110151202	-	1600010M07Rik	antisense_lncRNA_gene
chr13	17986640	17993351	-	1600012F09Rik	protein_coding_gene
chr17	14943184	14959570	+	1600012H06Rik	protein_coding_gene
chr7	38183217	38197568	+	1600014C10Rik	protein_coding_gene
chr17	45732864	45733844	-	1600014C23Rik	protein_coding_gene
chrX	85249679	85270288	+	1600014K23Rik	protein_coding_gene
chr6	48929895	48933687	+	1600015I10Rik	protein_coding_gene
chr7	141209992	141214080	-	1600016N20Rik	protein_coding_gene
chr16	35503170	35509419	-	1600019K03Rik	lincRNA_gene
chr6	86526247	86582466	+	1600020E01Rik	antisense_lncRNA_gene
chr16	28826176	28929698	-	1600021P15Rik	protein_coding_gene
chrX	56317608	56320664	+	1600025M17Rik	lincRNA_gene
chr2	180582712	180586304	+	1600027N09Rik	protein_coding_gene
chr9	50494525	50505482	+	1600029D21Rik	protein_coding_gene
chr9	99470421	99474751	+	1600029I14Rik	lncRNA_gene
NA	NA	NA	NA	1600029O15Rik	NA
chr5	30466047	30484088	+	1700001C02Rik	protein_coding_gene
chr17	47412734	47437376	-	1700001C19Rik	protein_coding_gene
chr8	61281522	61288872	-	1700001D01Rik	antisense_lncRNA_gene
chr14	43342383	43347811	-	1700001F09Rik	protein_coding_gene
chr14	66295334	66297129	-	1700001G11Rik	unclassified_non-coding_RNA_gene
chr1	33669824	33670712	+	1700001G17Rik	lncRNA_gene
chr5	146182441	146185304	-	1700001J03Rik	protein_coding_gene
NA	NA	NA	NA	1700001J11Rik	NA
chr12	110667688	110682619	-	1700001K19Rik	protein_coding_gene
chr19	53248736	53255205	-	1700001K23Rik	lncRNA_gene
chr15	83357526	83367282	-	1700001L05Rik	lincRNA_gene
chr13	68597439	68614231	+	1700001L19Rik	protein_coding_gene
chr2	30794769	30803661	-	1700001O22Rik	protein_coding_gene
chr11	97771481	97775918	-	1700001P01Rik	protein_coding_gene
chr5	11689253	11769308	-	1700003C15Rik	lincRNA_gene
chr11	98350718	98358283	-	1700003D09Rik	unclassified_non-coding_RNA_gene
chr6	83156404	83162945	+	1700003E16Rik	protein_coding_gene
chr2	154547085	154550003	+	1700003F12Rik	protein_coding_gene
NA	NA	NA	NA	1700003F17Rik	NA
chr9	45318265	45322079	-	1700003G13Rik	antisense_lncRNA_gene
chr7	116081759	116093159	-	1700003G18Rik	unclassified_non-coding_RNA_gene
chr3	124556352	124581101	-	1700003H04Rik	protein_coding_gene
chr16	12811390	12848653	+	1700003L19Rik	lincRNA_gene
chr4	34688559	34730206	-	1700003M02Rik	protein_coding_gene
chr4	129960374	129963657	+	1700003M07Rik	lincRNA_gene
chr13	118555360	118588704	+	1700003P14Rik	lincRNA_gene
chr3	124400989	124426040	-	1700006A11Rik	protein_coding_gene
chr11	101984279	101992264	+	1700006E09Rik	protein_coding_gene
chr14	119749225	119751564	+	1700006F04Rik	lincRNA_gene
chr13	107687397	107692173	+	1700006H21Rik	lincRNA_gene
chr8	75448694	75984503	+	1700007B14Rik	protein_coding_gene
chr3	58141707	58163807	-	1700007F19Rik	lincRNA_gene
chr5	98329304	98802047	+	1700007G11Rik	protein_coding_gene
chr2	154551776	154553276	+	1700007I08Rik	protein_coding_gene
chr11	59725917	59740154	-	1700007J10Rik	unclassified_non-coding_RNA_gene
chr7	131325944	131329516	-	1700007K09Rik	protein_coding_gene
chr2	28462001	28466332	-	1700007K13Rik	protein_coding_gene
chr16	33379855	33380727	-	1700007L15Rik	lincRNA_gene
chr1	187125138	187127852	+	1700007P06Rik	antisense_lncRNA_gene
chr11	32818529	32824605	-	1700008A04Rik	protein_coding_gene
chr8	129067134	129183732	+	1700008F21Rik	protein_coding_gene
chrX	135654698	135693790	-	1700008I05Rik	protein_coding_gene
chr7	127510438	127512869	-	1700008J07Rik	antisense_lncRNA_gene
chr17	49112263	49113535	-	1700008K24Rik	lincRNA_gene
chr7	44360043	44385820	-	1700008O03Rik	protein_coding_gene
chr3	6615418	6620443	-	1700008P02Rik	protein_coding_gene
chr7	24333082	24333936	-	1700008P20Rik	protein_coding_gene
chr6	81900464	81910800	-	1700009C05Rik	lincRNA_gene
chr10	77893417	77896114	+	1700009J07Rik	lincRNA_gene
chr4	39450295	39451776	+	1700009N14Rik	protein_coding_gene
chr1	171113918	171126967	+	1700009P17Rik	protein_coding_gene
chr2	173719415	173722089	+	1700010B08Rik	protein_coding_gene
chrX	95732586	95733265	-	1700010D01Rik	lincRNA_gene
chr3	7925303	7954889	-	1700010I02Rik	lincRNA_gene
chr17	8988333	9008319	+	1700010I14Rik	protein_coding_gene
chr10	112726888	112785602	+	1700010J16Rik	lincRNA_gene
chr16	66657118	66664626	+	1700010K23Rik	unclassified_non-coding_RNA_gene
chr2	144823656	144824415	+	1700010M22Rik	protein_coding_gene
chr15	101447744	101453907	+	1700011A15Rik	protein_coding_gene
chr13	35180267	35188017	+	1700011B04Rik	unclassified_non-coding_RNA_gene
chr17	87389571	87427741	-	1700011E24Rik	protein_coding_gene
chr6	70913087	70918927	-	1700011F03Rik	protein_coding_gene
chr19	58512002	58553085	+	1700011F14Rik	protein_coding_gene
chr14	49226358	49245428	-	1700011H14Rik	protein_coding_gene
chr18	57533780	57731065	+	1700011I03Rik	protein_coding_gene
NA	NA	NA	NA	1700011J10Rik	NA
chr8	79210431	79248570	-	1700011L22Rik	protein_coding_gene
chrX	102908905	102909651	+	1700011M02Rik	protein_coding_gene
chr6	32050246	32058921	+	1700012A03Rik	unclassified_non-coding_RNA_gene
chr1	153425162	153452574	+	1700012A16Rik	protein_coding_gene
chr11	109787651	109828046	-	1700012B07Rik	protein_coding_gene
chr9	14756587	14771030	-	1700012B09Rik	protein_coding_gene
chr12	3235504	3250377	+	1700012B15Rik	antisense_lncRNA_gene
chr10	127667123	127668851	+	1700012D01Rik	lncRNA_gene
chr7	111083064	111122684	-	1700012D14Rik	lncRNA_gene
chr15	67226769	67377094	+	1700012I11Rik	lincRNA_gene
chrX	9283764	9284298	+	1700012L04Rik	protein_coding_gene
chr4	144418189	144438772	-	1700012P22Rik	protein_coding_gene
chr6	124347598	124357069	-	1700013D24Rik	lincRNA_gene
chr3	108534150	108544723	+	1700013F07Rik	protein_coding_gene
NA	NA	NA	NA	1700013G23Rik	NA
chr4	137453284	137455461	+	1700013G24Rik	protein_coding_gene
chrX	53742901	53757831	-	1700013H16Rik	protein_coding_gene
chr5	107830099	107831776	+	1700013N18Rik	protein_coding_gene
chrX	136927325	136928376	+	1700014N06Rik	protein_coding_gene
chr1	170308803	170312125	+	1700015E13Rik	protein_coding_gene
chr5	5437827	5479143	-	1700015F17Rik	protein_coding_gene
chr7	52011683	52015728	-	1700015G11Rik	protein_coding_gene
chr1	177729814	177753324	+	1700016C15Rik	protein_coding_gene
chr8	11654924	11701063	-	1700016D06Rik	protein_coding_gene
chr13	5855508	5858092	-	1700016G22Rik	lincRNA_gene
chr5	103648039	103656010	-	1700016H13Rik	protein_coding_gene
chr11	75999912	76003569	+	1700016K19Rik	protein_coding_gene
chr10	14705609	14759019	+	1700016L04Rik	lncRNA_gene
chr1	80445932	80479867	+	1700016L21Rik	antisense_lncRNA_gene
chr15	74606029	74636353	-	1700016M24Rik	protein_coding_gene
chr6	13413337	13415996	+	1700016P04Rik	lincRNA_gene
chr9	57253117	57262612	-	1700017B05Rik	protein_coding_gene
chr19	11096816	11130876	-	1700017D01Rik	protein_coding_gene
chr3	40504867	40522912	-	1700017G19Rik	lincRNA_gene
chr2	168978268	168978906	+	1700017J07Rik	lincRNA_gene
chr10	100590511	100618401	+	1700017N19Rik	protein_coding_gene
chr13	31565492	31582513	-	1700018A04Rik	lincRNA_gene
chr8	121530780	121544320	-	1700018B08Rik	protein_coding_gene
chr3	48605732	48609102	-	1700018B24Rik	lincRNA_gene
chr4	63607089	63622428	-	1700018C11Rik	protein_coding_gene
chr5	145042990	145045681	+	1700018F24Rik	protein_coding_gene
chrX	102928372	102929094	+	1700018G05Rik	lncRNA_gene
chr19	29046245	29048729	+	1700018L02Rik	antisense_lncRNA_gene
chr8	11840474	11855761	+	1700018L24Rik	protein_coding_gene
chr1	53158577	53187636	-	1700019A02Rik	protein_coding_gene
chr8	3470862	3487181	+	1700019B03Rik	protein_coding_gene
NA	NA	NA	NA	1700019B21Rik	NA
chr1	52922324	53020179	-	1700019D03Rik	protein_coding_gene
chr2	45696605	45698447	+	1700019E08Rik	lincRNA_gene
chr12	86082541	86162459	+	1700019E19Rik	protein_coding_gene
chr6	85899051	85904884	-	1700019G17Rik	protein_coding_gene
chr6	5963909	5977393	-	1700019G24Rik	antisense_lncRNA_gene
chr2	32777381	32784428	-	1700019L03Rik	protein_coding_gene
NA	NA	NA	NA	1700019M22Rik	NA
chr19	6922426	6925380	-	1700019N12Rik	protein_coding_gene
chr19	58785803	58794461	-	1700019N19Rik	protein_coding_gene
chr1	86426329	86428052	+	1700019O17Rik	protein_coding_gene
chr2	130405259	130406074	+	1700020A23Rik	protein_coding_gene
chr19	5502767	5503787	-	1700020D05Rik	protein_coding_gene
chr10	110784585	110896550	-	1700020G17Rik	antisense_lncRNA_gene
chr2	119594297	119607502	+	1700020I14Rik	lincRNA_gene
chr11	83437677	83441233	+	1700020L24Rik	protein_coding_gene
chr9	120913774	120915252	-	1700020M21Rik	lincRNA_gene
chr10	21593145	21622376	+	1700020N01Rik	protein_coding_gene
chrX	69945300	69945978	+	1700020N15Rik	protein_coding_gene
chr1	91404879	91406029	-	1700020N18Rik	lincRNA_gene
chr12	86241858	86291784	+	1700020O03Rik	protein_coding_gene
chr3	88282757	88296999	-	1700021C14Rik	protein_coding_gene
chr10	43525133	43540994	-	1700021F05Rik	protein_coding_gene
chr2	173522586	173528501	+	1700021F07Rik	protein_coding_gene
chr16	32821707	32877766	-	1700021K19Rik	protein_coding_gene
chr4	134448766	134450171	-	1700021N21Rik	antisense_lncRNA_gene
NA	NA	NA	NA	1700022A21Rik	NA
chr15	46324559	46373907	+	1700022A22Rik	lincRNA_gene
chr16	59462909	59469238	-	1700022E09Rik	lincRNA_gene
chr12	9565236	9570585	-	1700022H16Rik	bidirectional_promoter_lncRNA_gene
chr4	42969604	42983640	+	1700022I11Rik	protein_coding_gene
chr1	191036639	191042942	+	1700022P22Rik	protein_coding_gene
chr6	146850104	146871406	+	1700023A16Rik	protein_coding_gene
chr11	109845878	109848476	+	1700023C21Rik	lincRNA_gene
chr5	77016023	77061529	+	1700023E05Rik	protein_coding_gene
chr10	66120605	66254223	-	1700023F02Rik	lincRNA_gene
chr11	103198944	103208548	-	1700023F06Rik	protein_coding_gene
NA	NA	NA	NA	1700023L04Rik	NA
chr14	123987635	124015684	+	1700024B18Rik	lincRNA_gene
NA	NA	NA	NA	1700024F13Rik	NA
chr14	32376502	32388373	-	1700024G13Rik	protein_coding_gene
NA	NA	NA	NA	1700024P03Rik	NA
chr13	98984085	98984565	-	1700024P04Rik	protein_coding_gene
chr4	104913524	105016863	+	1700024P16Rik	protein_coding_gene
chr15	77558239	77561892	-	1700025B11Rik	protein_coding_gene
chr2	165078693	165090750	-	1700025C18Rik	protein_coding_gene
chr6	30509849	30520254	+	1700025E21Rik	protein_coding_gene
chr19	11139664	11165320	-	1700025F22Rik	protein_coding_gene
chr10	119413444	119426864	+	1700025F24Rik	lincRNA_gene
chr1	151852403	152090125	-	1700025G04Rik	protein_coding_gene
chr10	39118804	39133914	-	1700025K23Rik	protein_coding_gene
chr17	54352583	54370074	-	1700025K24Rik	lincRNA_gene
chr5	73268581	73284187	-	1700025M24Rik	lincRNA_gene
chr6	39063878	39067598	-	1700025N23Rik	antisense_lncRNA_gene
chr7	83774101	83794880	-	1700026D08Rik	protein_coding_gene
chr2	132490634	132524057	+	1700026D11Rik	antisense_lncRNA_gene
chr8	70948246	71085758	-	1700026F02Rik	lincRNA_gene
chr13	34909960	34924310	-	1700026J04Rik	protein_coding_gene
chr2	28692080	28699727	-	1700026L06Rik	protein_coding_gene
chr1	72984844	73025507	+	1700027A15Rik	antisense_lncRNA_gene
chr3	105996957	106014646	-	1700027A23Rik	protein_coding_gene
chr10	76562272	76570201	+	1700027D21Rik	protein_coding_gene
chr5	64454813	64467943	-	1700027F09Rik	lincRNA_gene
chr3	45416584	45439310	-	1700027H10Rik	antisense_lncRNA_gene
chr9	36668856	36693189	-	1700027I24Rik	bidirectional_promoter_lncRNA_gene
chr10	43746158	43765836	+	1700027J07Rik	lincRNA_gene
NA	NA	NA	NA	1700028B04Rik	NA
chr5	112206763	112210004	+	1700028D13Rik	lincRNA_gene
chr5	151368675	151432118	+	1700028E10Rik	unclassified_non-coding_RNA_gene
chr10	82812123	82824242	+	1700028I16Rik	lincRNA_gene
chr7	44229930	44236122	-	1700028J19Rik	lncRNA_gene
chr5	107534709	107551542	+	1700028K03Rik	protein_coding_gene
chr3	83555363	83574122	-	1700028M03Rik	lincRNA_gene
chr19	23558760	23652812	-	1700028P14Rik	protein_coding_gene
chr2	171956879	171962824	-	1700028P15Rik	unclassified_non-coding_RNA_gene
chr7	131146439	131150580	+	1700029B22Rik	antisense_lncRNA_gene
chr1	44086613	44102441	-	1700029F09Rik	protein_coding_gene
chr13	97021864	97034362	-	1700029F12Rik	protein_coding_gene
chr4	126150602	126163491	-	1700029G01Rik	protein_coding_gene
chr8	13550733	13562461	-	1700029H14Rik	protein_coding_gene
NA	NA	NA	NA	1700029I01Rik	NA
chr2	92382538	92385708	+	1700029I15Rik	protein_coding_gene
chr16	93391677	93458872	-	1700029J03Rik	lincRNA_gene
chr8	45953606	45975252	-	1700029J07Rik	protein_coding_gene
chr2	172472520	172474331	+	1700029J11Rik	protein_coding_gene
chr4	135626655	135630198	+	1700029M20Rik	lincRNA_gene
chr13	44439712	44457569	+	1700029N11Rik	lincRNA_gene
chr15	81980540	81981563	+	1700029P11Rik	protein_coding_gene
chr17	28905265	28906771	+	1700030A11Rik	antisense_lncRNA_gene
chr12	20804389	20815779	-	1700030C10Rik	lincRNA_gene
chr6	117646693	117751769	-	1700030F04Rik	lincRNA_gene
chr15	99918348	99967075	-	1700030F18Rik	protein_coding_gene
chr8	116969594	116978959	-	1700030J22Rik	protein_coding_gene
chr8	72443880	72461001	+	1700030K09Rik	protein_coding_gene
chr3	136435270	136449349	-	1700030L20Rik	lincRNA_gene
chr8	121544382	121548342	+	1700030M09Rik	bidirectional_promoter_lncRNA_gene
chr19	3065711	3197714	-	1700030N03Rik	lincRNA_gene
chr10	116723067	116729177	-	1700030O20Rik	lincRNA_gene
chr17	36923792	36933432	+	1700031A10Rik	antisense_lncRNA_gene
chrX	102859186	102867971	-	1700031F05Rik	protein_coding_gene
chr15	98398419	98416268	+	1700031M16Rik	protein_coding_gene
chr12	52599981	52602322	-	1700031P21Rik	lincRNA_gene
chr18	52646209	52663733	+	1700034E13Rik	protein_coding_gene
chr11	29547950	29578367	+	1700034F02Rik	protein_coding_gene
chr5	112582936	112589996	-	1700034G24Rik	lincRNA_gene
chr18	84947294	84951524	-	1700034H14Rik	protein_coding_gene
chr1	191886130	191907527	-	1700034H15Rik	antisense_lncRNA_gene
chr3	40900196	40902543	-	1700034I23Rik	protein_coding_gene
chr6	146950329	146954422	-	1700034J05Rik	protein_coding_gene
chr9	92979914	93005739	-	1700034K08Rik	lincRNA_gene
chr6	41684431	41685717	+	1700034O15Rik	protein_coding_gene
chr1	9747648	9791924	+	1700034P13Rik	antisense_lncRNA_gene
chr3	85317519	85332030	+	1700036G14Rik	antisense_lncRNA_gene
chr16	3895179	3908689	-	1700037C18Rik	protein_coding_gene
chr2	131146324	131160081	-	1700037H04Rik	protein_coding_gene
chr7	45277513	45288998	+	1700039E15Rik	protein_coding_gene
chr19	44828493	44835938	-	1700039E22Rik	antisense_lncRNA_gene
chr6	85446810	85451970	-	1700040I03Rik	protein_coding_gene
chr10	68430953	68541896	-	1700040L02Rik	protein_coding_gene
NA	NA	NA	NA	1700040N02Rik	NA
chr9	57175275	57186108	+	1700041C23Rik	lincRNA_gene
chr16	76819583	77010897	-	1700041M19Rik	lincRNA_gene
chrX	155124917	155128412	-	1700042B14Rik	protein_coding_gene
chr4	116173372	116174290	+	1700042G07Rik	protein_coding_gene
chr4	57360868	57364292	-	1700042G15Rik	lincRNA_gene
chr11	11868123	11885321	+	1700042O10Rik	antisense_lncRNA_gene
chr14	118365878	118398170	+	1700044C05Rik	lincRNA_gene
chr18	49523289	49524440	+	1700044K03Rik	lincRNA_gene
chr4	150828225	150854949	-	1700045H11Rik	antisense_lncRNA_gene
chrX	163760139	163761329	-	1700045I19Rik	protein_coding_gene
chr11	14560355	14599225	-	1700046C09Rik	lincRNA_gene
chr15	11964276	11970083	+	1700047G03Rik	lincRNA_gene
chr12	55199592	55217168	+	1700047I17Rik2	protein_coding_gene
chr5	108763842	108768914	+	1700047L14Rik	antisense_lncRNA_gene
chr1	182287990	182303325	+	1700047M11Rik	lincRNA_gene
chr16	92308716	92312468	-	1700048M11Rik	antisense_lncRNA_gene
chr9	121937275	121947016	+	1700048O20Rik	lincRNA_gene
chr6	147690241	147702374	+	1700049E15Rik	lincRNA_gene
chr6	100527400	100533426	+	1700049E22Rik	lincRNA_gene
chr7	27907392	27929460	-	1700049G17Rik	protein_coding_gene
NA	NA	NA	NA	1700049L16Rik	NA
chr11	72266421	72268575	+	1700051A21Rik	unclassified_non-coding_RNA_gene
chr12	80923432	80924449	-	1700052I22Rik	lincRNA_gene
chr11	105177726	105181433	-	1700052K11Rik	antisense_lncRNA_gene
chr10	4432467	4455141	+	1700052N19Rik	protein_coding_gene
chr19	53076218	53084392	+	1700054A03Rik	lincRNA_gene
chr6	112210708	112212519	+	1700054K19Rik	lincRNA_gene
chr2	118304914	118308166	+	1700054M17Rik	antisense_lncRNA_gene
chr8	123840831	123860209	-	1700054N08Rik	protein_coding_gene
chrX	9846928	9847508	+	1700054O13Rik	protein_coding_gene
chr9	64038465	64041465	-	1700055C04Rik	unclassified_non-coding_RNA_gene
chr19	3958645	3972103	+	1700055N04Rik	protein_coding_gene
chr1	184033030	184034301	-	1700056E22Rik	antisense_lncRNA_gene
chr9	92309377	92357876	+	1700057G04Rik	protein_coding_gene
chr4	124414416	124485959	-	1700057H15Rik	lincRNA_gene
chr1	157099139	157108680	-	1700057K13Rik	protein_coding_gene
NA	NA	NA	NA	1700058G18Rik	NA
chr6	143593353	143651288	-	1700060C16Rik	lincRNA_gene
chr2	158192008	158195749	+	1700060C20Rik	antisense_lncRNA_gene
chr2	9189515	9197477	+	1700061F12Rik	lincRNA_gene
chr17	56875477	56888904	+	1700061G19Rik	protein_coding_gene
chr3	117060522	117077765	-	1700061I17Rik	lincRNA_gene
chr15	78378400	78395912	-	1700061J05Rik	protein_coding_gene
chr1	95990659	96021758	-	1700063A18Rik	lincRNA_gene
chr9	41206137	41217627	+	1700063D05Rik	lincRNA_gene
